SKU,URL,Product_Name,Variation_name
575338722, https://shopee.co.id/Susu Nutranigen LGG Formula Hipoalergenik 400gr-i.33264591.575338722, Susu Nutranigen LGG Formula Hipoalergenik 400gr, 
910682472, https://shopee.co.id/SUSU ANMUM ESSENTIAL 3 IMPORT VANILLA FORMULA 1600 GRAM 1600G KALENG TODDLER 1 TAHUN + ANAK-i.4283204.910682472, SUSU ANMUM ESSENTIAL 3 IMPORT VANILLA FORMULA 1600 GRAM 1600G KALENG TODDLER 1 TAHUN + ANAK, 
854922003, https://shopee.co.id/MORINAGA CHIL MIL Platinum Susu Formula Lanjutan Tin 800g / 800 g-i.18282027.854922003, MORINAGA CHIL MIL Platinum Susu Formula Lanjutan Tin 800g / 800 g, 
1690477245, https://shopee.co.id/S 26 Promil Gold Tahap 1 Susu Formula 0 6 Bulan Tin 900g   900 g Berkualitas-i.72818550.1690477245, S 26 Promil Gold Tahap 1 Susu Formula 0 6 Bulan Tin 900g   900 g Berkualitas, 
1165656410_2139564923, https://shopee.co.id/Chil School Gold  Susu Formula  Madu  1600g /Chilschool Morinaga-i.69700622.1165656410, Chil School Gold  Susu Formula  Madu  1600g /Chilschool Morinaga Nov2019, Nov2019
1165656410_2139564924, https://shopee.co.id/Chil School Gold  Susu Formula  Madu  1600g /Chilschool Morinaga-i.69700622.1165656410, Chil School Gold  Susu Formula  Madu  1600g /Chilschool Morinaga Nov2019+Bubble, Nov2019+Bubble
1656190496, https://shopee.co.id/Enfamil A  Gentle Care 900 gr Susu Formula Bayi MeadJohnson-i.93622297.1656190496, Enfamil A  Gentle Care 900 gr Susu Formula Bayi MeadJohnson, 
1491641732, https://shopee.co.id/Flash Sale Enfamil A+ Tahap 1 Susu Formula Bayi Plain 800 Gr '-i.68203288.1491641732, Flash Sale Enfamil A+ Tahap 1 Susu Formula Bayi Plain 800 Gr ', 
557128348, https://shopee.co.id/DISKON!! SUSU FORMULA BALITA CHILKID TAHAP 3 1600GRAM-i.37301301.557128348, DISKON!! SUSU FORMULA BALITA CHILKID TAHAP 3 1600GRAM, 
169729438_2306175139, https://shopee.co.id/Morinaga Chil School Platinum Moricare Susu Formula  Vanila 800gr-i.951369.169729438, Morinaga Chil School Platinum Moricare Susu Formula  Vanila 800gr 880gr, 880gr
169729438_2394279640, https://shopee.co.id/Morinaga Chil School Platinum Moricare Susu Formula  Vanila 800gr-i.951369.169729438, Morinaga Chil School Platinum Moricare Susu Formula  Vanila 800gr 800gr, 800gr
1543618226, https://shopee.co.id/Susu Morinaga Chil Mil 200 gr Reguler Tahap 2 Susu Formula-i.56118378.1543618226, Susu Morinaga Chil Mil 200 gr Reguler Tahap 2 Susu Formula, 
